13,16,23,19,15,20,17,18,14,19,25,17,19,20,20,14,15,11,15,18,15,16,17,12,14,12,12,10,9,17,15,16,16,18,11,11,10,10,9,14,11,10,14,16,10,10,15,16,13,12,14,10,11,19,17,15,15,18,22,8,12,15,12,17,11,14,17,17,19,15,12,11,9,10,15,14,16,19,18,12,8,12,17,21,19,15,21,19,16,17,20,13,9,18,19,13,10,16,13,15
12,17,17,18,16,15,21,19,20,16,28,27,24,25,22,19,18,13,13,19,15,19,15,8,10,18,17,11,10,14,16,18,15,17,12,11,12,11,9,12,14,12,15,20,13,8,10,12,14,11,15,13,12,17,12,16,17,15,21,11,17,13,13,14,11,13,19,14,17,15,17,13,12,11,15,10,16,19,15,8,11,17,20,16,16,21,25,12,13,21,14,9,13,18,12,9,10,14,14,15
13,10,20,13,18,14,19,14,15,12,18,24,22,24,26,23,20,18,18,20,20,21,18,12,7,14,21,16,16,11,13,21,19,16,17,11,10,11,15,12,18,19,13,11,16,10,10,13,17,10,15,18,15,17,14,13,16,17,24,15,19,13,11,15,16,18,19,11,12,20,17,12,12,11,12,9,18,11,13,11,18,19,22,15,22,23,19,9,23,19,11,11,12,15,13,7,11,14,16,19
24,17,19,20,16,14,17,13,16,14,11,17,23,19,19,23,21,20,20,23,20,17,15,14,14,11,16,15,15,15,13,23,24,14,19,11,10,11,18,12,10,18,21,16,19,10,12,16,17,14,16,13,17,13,13,13,21,24,25,22,18,17,12,21,19,14,13,16,11,22,14,13,13,13,13,18,20,11,15,18,22,19,21,18,22,23,18,14,22,14,12,11,16,13,8,10,18,22,22,26
14,22,21,27,22,19,19,16,14,14,14,16,18,22,18,22,19,22,22,28,30,28,21,14,17,15,18,17,18,9,15,22,23,13,19,15,11,14,16,12,14,17,19,18,17,15,18,21,15,17,16,14,21,10,11,15,17,15,21,27,13,18,18,18,18,15,15,15,12,21,13,15,14,21,22,20,14,10,19,26,21,22,26,23,23,23,19,17,23,17,13,14,19,14,17,20,19,22,19,18
9,11,13,23,26,25,20,20,17,17,15,18,17,21,17,18,18,14,17,24,22,32,25,19,16,12,21,19,24,14,14,17,23,14,17,18,13,14,16,11,12,17,10,15,14,18,16,20,18,17,17,18,24,14,14,15,14,17,15,24,20,20,22,15,17,13,13,14,16,17,15,18,15,18,14,12,9,14,24,25,22,28,18,18,17,21,19,17,20,10,12,12,14,12,10,14,15,18,19,17
14,13,12,16,21,28,24,21,18,18,19,22,23,20,19,19,22,22,15,24,20,27,24,14,16,10,15,17,22,20,19,16,22,20,21,17,12,13,14,11,14,19,16,15,18,24,13,15,15,12,21,20,14,10,15,14,15,16,16,24,25,20,17,15,18,19,19,19,15,15,14,21,15,16,13,15,12,26,30,25,24,23,18,19,12,20,16,17,16,9,11,12,16,13,12,19,16,21,19,13
13,10,12,15,15,22,27,21,17,13,17,18,26,22,21,22,19,26,16,14,15,22,24,18,15,13,15,14,19,19,24,16,21,19,18,22,16,17,18,18,21,15,18,17,16,24,20,18,17,17,22,15,13,15,17,11,13,21,21,22,21,21,20,16,15,16,14,14,13,17,18,19,20,21,16,18,27,35,25,20,21,18,19,17,17,20,15,12,9,6,14,17,13,11,13,16,18,19,16,19
14,11,8,13,10,19,25,25,23,16,14,16,20,21,22,28,23,33,22,18,14,20,18,22,20,15,17,16,16,16,24,18,22,20,18,25,16,20,21,17,26,23,15,12,16,24,24,20,20,15,19,17,14,12,13,17,22,23,19,14,10,20,19,15,15,22,22,16,17,21,25,21,24,16,15,23,28,23,18,19,23,20,18,16,12,15,11,14,12,14,20,17,14,15,17,22,21,18,18,17
16,16,11,13,10,11,19,22,18,16,15,19,24,21,21,24,24,25,26,25,23,24,16,19,20,23,21,19,13,17,19,16,24,21,11,20,22,23,21,13,18,20,18,21,25,27,23,19,19,20,21,21,21,14,16,23,24,19,21,16,18,24,21,22,23,20,21,20,17,18,20,17,18,19,22,22,21,23,16,23,24,18,14,11,7,16,9,18,11,13,17,17,16,17,22,22,18,19,17,17
