13,15,20,21,22,16,23,25,20,17,16,18,11,19,19,20,20,18,17,18,18,20,17,15,23,16,15,14,16,12,15,13,12,16,16,19,16,10,17,25,18,16,14,21,14,11,12,17,17,18,14,13,14,18,17,17,19,19,18,14,13,16,24,14,18,9,12,21,16,11,16,10,15,19,11,13,14,15,13,13,15,18,19,15,20,19,13,15,17,20,17,10,18,24,15,11,18,23,21,23
15,19,20,20,27,21,20,24,23,18,16,19,13,18,21,21,22,23,25,22,20,17,16,21,24,25,23,17,18,16,18,17,12,17,21,16,12,15,17,21,18,18,16,24,17,14,15,21,19,19,16,14,19,18,17,15,20,18,13,13,15,17,23,14,15,5,16,16,11,14,16,13,17,15,12,13,14,15,14,11,15,18,16,19,16,10,14,17,23,13,9,15,25,20,17,18,24,16,18,24
16,16,16,13,19,23,20,21,21,20,16,20,14,13,16,17,19,19,22,21,22,19,8,20,19,18,23,20,21,17,17,17,16,21,25,17,12,18,18,12,16,17,15,16,19,18,18,21,15,18,22,12,14,13,16,12,21,21,14,16,22,19,20,18,13,16,26,20,14,17,16,18,20,15,14,13,18,16,14,13,18,24,24,23,14,16,17,20,18,13,17,23,29,22,20,20,19,16,28,28
22,18,22,16,16,21,25,22,19,24,17,19,18,12,16,17,21,21,21,18,21,22,12,18,15,22,20,14,16,18,23,20,18,16,21,15,12,20,24,14,14,16,16,12,20,16,18,23,17,14,22,16,18,16,13,9,19,22,15,21,23,17,20,16,12,22,19,18,12,20,18,20,15,10,13,11,18,13,11,11,22,28,25,18,21,21,19,24,23,21,19,30,28,20,18,17,25,28,31,33
25,18,19,22,18,19,24,28,19,23,21,21,19,16,11,9,19,22,25,21,22,17,21,25,17,22,19,16,16,19,25,18,24,26,22,15,12,16,17,16,16,16,15,16,22,15,14,18,20,17,20,22,19,16,15,15,20,25,19,20,21,19,26,18,20,24,16,18,13,17,16,17,15,16,18,16,21,16,16,23,30,28,21,19,18,14,18,20,17,17,23,28,18,16,16,25,27,21,27,27
23,20,15,18,16,16,23,31,26,28,23,25,21,21,21,16,19,18,24,24,27,19,21,25,23,26,22,17,13,13,20,23,16,19,20,21,22,22,17,20,19,19,13,15,15,17,15,15,13,18,16,20,20,19,17,19,22,20,22,21,24,16,24,20,19,21,20,19,15,21,19,14,18,20,18,15,17,16,19,25,26,24,23,16,15,25,20,18,20,22,29,21,20,21,25,26,19,22,24,18
19,23,17,14,16,9,15,22,21,26,26,27,26,21,18,21,24,23,21,29,25,22,25,20,15,20,22,16,15,16,18,23,20,17,17,15,25,23,16,20,26,29,22,16,21,26,23,23,15,19,18,23,23,19,16,17,18,17,22,15,22,18,26,27,26,20,25,16,17,23,13,14,23,21,17,12,15,22,20,29,23,18,20,18,22,20,16,18,27,30,29,24,22,21,24,19,20,22,19,17
15,23,23,16,19,12,13,22,20,20,24,26,25,20,12,15,22,25,15,26,25,22,26,24,22,20,26,24,22,16,23,30,26,19,17,17,18,18,21,16,25,29,24,18,17,19,21,22,21,18,22,22,25,21,18,16,15,17,23,19,23,22,26,16,19,14,25,16,19,23,12,16,23,21,12,10,17,23,20,32,19,18,16,18,24,19,25,28,31,27,17,21,15,21,19,16,22,19,19,22
14,23,23,17,21,16,12,18,25,21,25,30,31,23,14,13,20,24,20,26,24,24,25,22,22,21,23,26,29,22,25,31,22,23,21,23,23,17,22,21,16,25,19,23,22,24,21,25,28,23,25,21,21,18,22,24,21,19,19,21,24,20,21,18,19,20,20,18,16,20,13,18,20,16,9,18,19,23,24,25,16,18,21,29,30,26,31,32,25,26,20,21,19,22,19,21,20,18,19,16
10,21,30,19,19,20,20,17,21,19,21,24,30,30,26,16,20,23,20,20,26,21,17,17,15,14,16,19,19,23,23,31,24,24,22,23,25,25,28,25,20,36,21,23,22,25,22,29,25,24,20,16,22,24,18,25,24,20,24,23,21,17,23,24,17,24,18,17,15,20,15,16,18,16,20,27,29,30,23,22,17,19,25,24,21,25,25,21,22,19,12,16,22,23,23,19,21,18,11,13
12,14,26,25,18,13,16,18,16,17,19,24,25,21,22,26,24,22,24,21,26,27,24,19,20,17,16,19,14,21,24,27,23,31,29,27,20,23,27,28,23,32,30,23,26,24,23,34,30,29,24,18,19,25,22,24,25,28,35,29,25,20,21,18,18,21,18,16,15,12,14,14,14,16,19,27,23,19,20,24,19,27,32,26,27,31,22,21,24,13,12,25,25,22,14,16,19,12,17,20
11,12,20,24,21,19,15,18,17,18,21,22,27,27,20,29,28,26,21,29,27,29,31,25,21,14,15,20,19,21,26,23,22,28,25,30,19,27,26,21,22,31,37,31,26,25,28,31,25,28,30,25,18,26,25,21,22,24,29,27,28,25,25,23,28,29,26,19,18,11,21,22,25,25,25,28,18,18,19,21,20,31,29,26,32,30,21,21,19,12,22,30,22,18,17,20,15,17,19,15
13,11,16,19,18,21,17,19,18,12,22,25,26,27,21,25,24,28,23,25,22,22,23,28,30,24,18,25,20,20,29,24,20,21,19,26,16,22,25,23,24,22,23,30,30,22,24,28,25,26,24,23,12,18,27,21,18,19,23,26,22,15,19,16,24,21,26,24,21,21,26,30,32,27,28,22,21,22,23,29,29,27,24,31,28,20,20,18,23,22,30,23,19,16,15,14,20,19,11,17
12,11,15,18,21,18,18,19,22,12,13,23,25,19,20,24,24,32,28,25,19,23,25,28,28,21,20,29,27,19,24,21,18,20,19,25,21,25,22,16,23,21,25,28,32,28,28,28,26,27,19,21,17,16,24,22,15,20,16,20,22,15,20,23,30,18,27,21,26,32,25,32,32,27,24,16,24,26,29,28,20,23,34,34,23,21,23,18,25,26,29,22,24,21,20,21,23,17,20,25
17,13,15,17,24,25,22,18,26,23,20,18,20,25,19,24,23,28,34,37,32,24,23,21,26,21,16,22,25,23,26,21,20,22,17,20,25,24,26,23,22,22,22,24,31,31,35,28,19,24,20,24,23,22,28,25,17,22,17,24,27,20,16,24,31,19,27,26,34,32,26,28,29,20,18,20,27,25,28,28,25,30,32,26,17,18,21,23,27,27,22,18,17,20,23,21,22,20,21,18
22,15,15,16,16,17,17,18,20,21,20,26,21,26,24,24,28,29,27,21,32,32,31,26,21,21,23,23,23,29,31,28,31,22,21,19,22,22,31,35,34,34,26,23,32,35,34,23,25,27,24,18,21,20,29,24,23,22,20,24,22,29,22,27,27,22,26,33,35,30,26,22,22,24,23,25,29,32,29,31,30,30,30,27,22,26,27,28,35,30,22,21,21,22,20,23,19,18,20,17
18,20,19,16,20,27,24,24,22,20,18,18,20,15,18,17,18,22,29,26,22,22,24,26,26,25,21,26,20,22,19,24,30,16,20,21,19,21,27,32,31,20,26,24,28,28,25,18,23,24,24,30,27,31,28,19,19,24,25,25,25,35,35,39,31,25,25,39,29,30,36,26,20,27,28,29,26,31,34,38,37,36,34,31,27,27,34,34,34,21,18,18,21,21,18,25,20,22,19,21
