16736,19007,14884,19776,12928,16457,23864,10097,27568,15828,30643,28896,19392,11984,28442,19567,31866,17191,21349,9364,18099,16876,18588,25052,14046
29070,14710,17680,14395,16981,23829,19077,35570,8211,35639,18134,43117,37736,35604,26834,37841,13487,42243,9538,32879,19287,14745,12089,21453,19741
7197,18693,21977,22502,13766,18903,31866,9364,37946,22886,53250,22187,50664,31027,42383,32285,37212,20545,30748,13696,32075,29315,16212,6603,35500
24633,16282,10657,20161,6743,33473,16212,45772,32949,48183,29420,53040,23620,49092,29839,49965,25052,27882,10097,24214,21663,28092,26170,21034,11635
16352,16317,20230,20370,33019,13172,38574,30992,46995,31272,48323,28966,49476,28791,43746,11425,37631,13452,31586,7127,30608,24912,29490,17156,15234
19811,22327,23585,13277,20580,39693,40811,52586,16841,46786,28442,46646,28721,52411,1467,29630,7093,37666,5311,29734,10202,29560,19217,30084,18833
16981,27358,10412,24493,38994,39273,48742,28476,31866,27323,46576,32704,41370,7512,47380,13627,33368,22397,22536,16736,28407,9224,25646,11111,22327
24423,15863,28127,38435,35150,42698,31726,50699,15374,48043,32110,45702,17435,24423,20475,27079,18693,31691,11565,24982,8805,19776,29944,34941,13382
13452,34766,27673,38295,41684,26345,40566,31481,30818,15653,41789,14989,36932,21698,18623,19077,38994,628,30922,6044,31412,11390,38924,15723,29420
24284,25437,35779,38295,41579,36268,30363,30293,27463,31831,18309,34172,35185,51712,35500,21908,3948,23165,11600,31586,9364,33054,3633,45563,20859
22746,33997,34871,43571,42802,42593,34067,14745,39413,19497,39029,30503,20440,30852,41335,25751,27254,13661,23480,16736,32774,5241,48847,20056,22117
22047,25017,40461,47310,39728,34486,37946,31481,38784,40776,25926,37142,35325,11111,25437,39867,21069,41090,13417,22606,14570,17051,31656,33753,18169
22362,38924,39413,39343,38540,37980,32040,35395,34207,32460,27638,24039,20859,22956,14710,33648,30783,39972,29105,22536,7687,33298,31097,38505,19986
20894,34067,44130,46786,40112,39553,35500,37946,37421,32565,29210,12613,22117,30678,20021,6568,30189,18309,52132,9958,20999,18763,49860,24808,18169
27952,32914,42663,34521,35814,38085,40985,31412,25751,48742,34836,12648,39588,29560,20510,28476,3424,25821,11775,49266,10726,36618,37806,41125,21279
31481,30678,44410,40741,39588,14675,29036,21663,18973,41859,27813,21838,48183,36303,19706,21244,30293,11949,33927,14360,44969,31342,45458,25856,30503
27288,35395,37876,44969,16107,21209,22467,22222,16352,11740,29839,41719,33962,23480,29525,43257,49197,50489,15129,36792,9049,51852,26834,41859,21174
36303,28721,41964,33718,20405,30363,55102,26799,45563,39762,21139,37911,48393,40636,12334,37736,53564,42383,44689,34,50245,21488,49406,35744,21908
22502,38400,36268,40077,14290,51293,39588,49511,47240,45528,25996,58631,39588,43676,21942,44829,38295,60343,34277,31516,22292,54508,34521,31446,20475
29140,22746,31831,14011,23934,44410,65235,35604,41020,42034,48358,32600,53005,45807,25087,16037,57303,29839,61810,11775,46471,32180,36618,8106,14710
11530,29105,16562,15374,45563,45108,38994,41090,56115,30818,24179,52062,30363,39483,28931,15583,27009,43955,36723,30433,32180,43711,17959,23270,14849
23200,19392,28826,27323,26450,50070,47519,55451,43187,29909,24458,40042,16771,51048,43257,40217,26380,15898,18623,4367,35255,39728,15933,5380,19951
5101,21838,26764,24284,30748,26590,24633,27533,27848,44200,36792,32634,60343,32774,29140,19951,28057,36513,3983,29280,29105,23061,15688,22956,25821
21523,11879,10831,21593,32495,27882,31761,13452,44305,18239,20510,35919,39378,41544,13661,36059,14081,15269,35744,20370,25472,20929,19671,25926,14745
18483,20929,11390,17330,23375,36059,16841,28511,19706,22502,35290,18239,32844,29001,25262,24843,27358,31481,26869,28861,19147,19741,30398,0,17854
