40522,25770,33469,28014,35246,53874,18089,40684,42245,42550,30419,39392,32052,37256,39930,39769,40469,31818,40271,27996,37077,36969,30616,34690,38387
16205,50124,38907,35695,60156,0,57266,36772,39320,23707,45296,48957,51829,41456,43304,45099,43591,39948,35874,36287,27852,42532,38279,34636,32823
35013,34905,34421,52726,12526,47916,48006,32339,32734,49047,48419,53228,35336,60317,31944,54072,40128,48329,32536,45870,35282,35964,35533,25250,46158
31154,33595,46301,23653,38225,48742,38800,35426,47952,44201,47109,42514,51577,31424,60586,28175,53551,27780,48221,29234,47898,36395,41456,36072,29001
34259,42245,33326,33039,46839,31065,38153,52080,44847,48006,41797,44219,52762,54126,26686,58774,20189,50267,20799,50375,30688,47844,33093,40899,35749
34690,41168,22773,46947,32159,45565,52116,44130,45153,46499,54305,46552,45135,43753,50698,17497,53498,18305,53516,21679,58451,33075,42586,41653,30742
36646,37274,40594,38369,54018,45440,48903,38243,37184,54485,39374,50465,46696,33900,38620,55131,16905,54772,18395,57607,18879,50393,39212,40469,39374
36466,31998,38889,48975,48275,45727,40504,47180,36951,38746,48814,38530,45637,24712,46265,31980,52475,33039,47396,20279,51703,17102,47342,42209,34780
33434,35515,48401,51416,41994,43071,42712,52654,36377,38405,42048,49352,34421,55454,24460,44345,32231,37812,27242,44255,24748,46140,33810,37023,44758
31998,47557,50321,39410,46445,48616,32141,43519,41097,40738,38817,28552,51667,44901,54556,32770,34995,35892,30616,37543,33703,28373,38064,42066,39858
41330,40576,41402,55149,46857,45332,52439,32518,48437,44040,36610,47952,29916,45870,40612,46391,34421,34098,43232,37346,42909,36036,43376,42658,33452
40110,37418,48688,45637,40738,60712,26399,42963,53767,30939,52816,27439,53964,23886,48903,41312,44363,43430,35031,35856,41635,32447,47324,35174,38351
33864,48778,47952,49101,45619,37579,58164,38835,47988,45906,32447,44686,37525,43771,24048,48778,34959,49531,45547,36772,31029,44596,49926,39697,35802
51631,29414,50949,47952,45727,53444,36197,53031,46391,36807,52941,29970,40756,41545,48239,19992,45547,33075,45834,39015,34474,36413,58343,38728,38710
34582,55077,42353,50931,49854,42640,44022,43358,42784,53157,44794,35372,41563,48078,31962,49460,21248,35802,34654,48491,31011,46014,36933,53892,26829
51236,33128,48796,44686,40199,37902,40307,26201,44506,44973,40935,30275,59187,34295,50160,31136,46552,36036,39410,44596,47414,35874,48042,33111,49747
39212,50124,47468,47504,38279,38871,32805,43322,30706,40307,33541,56046,39535,52726,26596,52439,46947,53964,37884,39643,33649,46983,30096,50465,44829
41043,46588,46193,42855,36143,41133,63691,34941,51021,53569,37292,47234,60568,33111,42658,45153,53318,50393,54413,28157,45135,37292,56064,44345,43645
38764,46857,44471,44758,32698,55400,40989,53121,51129,47952,39805,55472,43627,61681,32662,56925,41276,56531,44632,37436,35049,60066,43896,43107,28014
37507,34241,42568,44040,35982,52403,55992,43753,50608,41868,48347,49513,48688,57141,36431,29665,60156,40827,59528,23222,61645,53516,34654,29216,39930
34510,59007,31800,35390,41043,58379,44471,48185,51290,44955,43125,45817,50859,47916,34295,37705,42030,54700,44237,38351,56674,48580,35174,38638,41276
31926,34421,40397,38297,36449,52241,44614,58343,37059,43286,43878,54269,27278,55436,43932,54790,36090,44560,29988,50213,36377,36341,27368,41384,39589
27314,35390,45170,34780,42299,36610,50680,35461,50465,47575,35713,50518,53210,45763,41420,32464,42963,32106,57374,32859,40145,20512,51775,39822,22038
38620,30149,32447,53659,32913,43501,33703,43322,42820,43304,45547,36431,39643,41886,36305,44112,30472,49962,21194,43125,25717,65235,34564,39230,33380
32608,37023,38656,24604,54987,34439,48132,35192,37328,35856,39948,45368,44901,42784,35749,37723,39069,40648,51990,28714,55041,21966,34510,29844,41366
