21869,21937,20409,49308,31004,18779,40003,26895,22752,29951,30427,33619,33313,26997,36098,29714,33687,28287,32226,32260,42414,22039,31955,34468,28593,25163,41056,25740,37388,28016,19050,34060
39562,33992,36947,21258,24280,30596,30800,19220,39120,31649,42788,28321,35962,30596,33924,49749,37015,34638,38882,32974,34298,43705,27370,27065,33992,26657,32328,39188,2580,36369,37218,22446
33177,31785,38169,15145,30359,31649,21835,29068,33109,38916,33755,33041,37898,44146,45946,31344,40275,51855,26691,37456,36403,22073,38441,33823,27846,35385,27336,37286,45131,0,35928,28797
26997,27167,20714,33449,20205,24076,32940,33721,28117,40445,28117,29578,48255,44655,39460,49817,41497,30427,45504,40139,49749,42278,35792,15689,41905,33890,30732,28525,27540,37999,14907,33789
24959,27370,36403,17183,34807,17896,34128,27404,36302,41022,35385,49172,40920,44791,39494,32566,53145,36879,42957,43739,41090,41124,26589,25469,32872,35385,46897,28491,23533,34739,37830,31853
36539,32091,17522,35758,23058,44689,23737,15009,48323,38950,44452,47644,27574,41395,37252,46387,35079,50428,39901,31649,37049,37456,24212,30834,28729,31853,34128,29815,36539,28117,30189,33415
26521,12462,40750,12802,52398,22718,30325,37762,41124,41497,43195,35588,42346,28627,49478,28865,40818,34366,31751,24552,28083,26623,40207,28899,32906,32532,27540,40512,29985,28117,27506,25571
22718,41260,16368,48153,19322,34060,47746,37592,38237,36709,37151,34638,37117,47712,26386,51209,35045,31581,27268,32328,28151,39799,20477,27710,26793,34943,46387,28593,27370,28899,27574,33958
30155,28457,37966,21462,29408,46285,49002,44010,40003,37966,38169,23465,53179,36132,44214,34875,44452,26521,32974,42312,29883,32091,41293,22786,31649,39222,19933,34943,41260,31649,24654,28253
25944,40377,23907,33143,43127,36302,43263,31853,40105,52194,38475,48561,24722,46965,37422,48289,20511,37286,41633,25571,33041,33992,29951,39018,26623,27065,21767,29374,32736,41599,28966,17760
46116,15587,39528,41871,36268,47678,38339,43195,48764,35894,46014,25027,52432,38509,46319,20714,37932,40784,18032,39833,30732,36539,30698,23329,31717,24518,44180,13006,37898,40377,30664,26148
15994,40343,34298,36573,47338,37830,51243,28050,32023,46761,27133,44180,29442,27404,39935,33823,50191,33755,44044,6825,42312,25876,21224,27608,29374,31683,18813,37184,25095,28219,43874,23159
33890,40445,31140,35487,44180,49410,36675,45878,27642,32532,34705,35147,31683,33856,19560,38305,44350,49681,40377,44961,18745,40139,29612,21156,27201,32668,34094,15926,40954,27642,43637,27676
30087,29408,36132,37151,47915,37354,45233,37117,31547,26521,36981,43569,30630,31615,43637,27812,35113,40512,40207,30257,41124,34909,22752,23261,29034,28695,28321,45946,26318,47644,28661,27540
39596,21190,31853,41531,35317,47304,38611,41429,33653,24042,42550,44452,38203,32872,32260,46353,30936,19458,32125,44689,23907,39562,24756,28865,19865,34773,41090,30223,54368,24246,35045,22548
33449,32498,32532,44214,42924,33789,43229,35453,51345,36132,30461,47474,39630,48832,34570,34705,27336,27914,34875,36234,44044,21326,46897,28219,34094,36675,12327,40411,36369,51413,28117,39833
33789,30257,45369,43705,44927,48323,42278,39867,43195,48323,50802,24722,33279,30087,34977,38611,27099,25706,30562,33143,30087,34672,36913,46421,36132,23363,28117,18745,48663,34705,37999,19424
29714,39969,45199,33008,42856,41226,51413,47882,36641,39290,42856,36845,49647,32464,32193,15689,36132,31140,30155,24586,31479,29034,23873,44010,37660,28321,24925,49851,39494,43093,34536,41395
37083,33245,44248,40546,42109,46218,44995,42516,41667,50021,36471,41463,24857,60344,24722,44723,19152,38475,22277,40988,27167,36811,31819,32091,39154,32362,45436,25095,47372,34977,47406,27099
28763,44112,32430,45674,40988,37354,33958,37796,35554,26487,44180,28050,65099,26318,44078,26352,62857,26895,34162,32125,23499,41361,33041,34909,33483,48187,23703,44418,37456,43229,41158,33449
